,temp_diff,sal_diff,month,latitude_x,latitude_y,longitude_x,longitude_y
270,0.0,0.0,4,40.613186,40.613186,-69.53882,-69.53882
271,0.0,0.0,4,40.6766,40.6766,-69.4565,-69.4565
272,0.0,0.0,4,40.61384,40.61384,-69.37332,-69.37332
273,0.0,0.0,4,40.108284,40.108284,-69.61694,-69.61694
274,0.0,0.0,4,40.548717,40.548717,-68.21556,-68.21556
275,0.0,0.0,4,40.613846,40.613846,-68.628555,-68.628555
276,0.0,0.0,4,40.23394,40.23394,-69.70037,-69.70037
277,0.0,0.0,4,40.362183,40.362183,-68.95971,-68.95971
278,0.0,0.0,4,40.422016,40.422016,-68.13452,-68.13452
279,0.0,0.0,4,40.611183,40.611183,-68.13209,-68.13209
280,0.0,0.0,4,40.424896,40.424896,-68.71211,-68.71211
281,0.0,0.0,4,40.356003,40.356003,-70.196236,-70.196236
282,0.0,0.0,4,41.118,41.118,-69.45954,-69.45954
283,0.0,0.0,4,40.480297,40.480297,-67.63826,-67.63826
284,0.0,0.0,4,41.05549,41.05549,-69.2925,-69.2925
285,0.0,0.0,4,40.542336,40.542336,-67.554344,-67.554344
286,0.0,0.0,4,40.992794,40.992794,-69.04256,-69.04256
287,0.0,0.0,4,41.054585,41.054585,-69.542404,-69.542404
288,0.0,0.0,4,40.990627,40.990627,-69.70832,-69.70832
289,0.0,0.0,4,41.11673,41.11673,-69.70967,-69.70967
290,0.0,0.0,4,40.35761,40.35761,-67.970474,-67.970474
291,0.0,0.0,4,41.558075,41.558075,-69.71448,-69.71448
292,0.0,0.0,4,41.494476,41.494476,-69.797646,-69.797646
293,0.0,0.0,4,41.43326,41.43326,-69.46176,-69.46176
294,0.0,0.0,4,40.99064,40.99064,-68.293564,-68.293564
295,0.0,0.0,4,41.74721,41.74721,-69.716576,-69.716576
296,0.0,0.0,4,41.242844,41.242844,-68.290855,-68.290855
297,0.0,0.0,4,41.682995,41.682995,-69.88407,-69.88407
298,0.0,0.0,4,41.432896,41.432896,-69.54554,-69.54554
299,0.0,0.0,4,41.307167,41.307167,-68.54102,-68.54102
300,0.0,0.0,4,41.497047,41.497047,-69.21062,-69.21062
301,0.0,0.0,4,41.052547,41.052547,-68.12631,-68.12631
302,0.0,0.0,4,40.927044,40.927044,-68.211105,-68.211105
303,0.0,0.0,4,41.34815,41.34815,-66.699974,-66.699974
304,0.0,0.0,4,40.984634,40.984634,-67.62794,-67.62794
305,0.0,0.0,4,40.858555,40.858555,-67.63055,-67.63055
306,0.0,0.0,4,41.159134,41.159134,-66.706604,-66.706604
307,0.0,0.0,4,40.903694,40.903694,-66.54925,-66.54925
308,0.0,0.0,4,41.472443,41.472443,-66.61176,-66.61176
309,0.0,0.0,4,41.044426,41.044426,-67.37685,-67.37685
310,0.0,0.0,4,40.84571,40.84571,-66.800476,-66.800476
311,0.0,0.0,4,40.978935,40.978935,-67.21205,-67.21205
312,0.0,0.0,4,40.855328,40.855328,-67.38147,-67.38147
313,0.0,0.0,4,40.85754,40.85754,-67.547516,-67.547516
314,0.0,0.0,4,41.558575,41.558575,-68.37136,-68.37136
315,0.0,0.0,4,41.365597,41.365597,-67.87105,-67.87105
316,0.0,0.0,4,41.35289,41.35289,-66.95083,-66.95083
317,0.0,0.0,4,41.48038,41.48038,-67.030655,-67.030655
318,0.0,0.0,4,41.611683,41.611683,-67.3627,-67.3627
319,0.0,0.0,4,41.60917,41.60917,-67.194756,-67.194756
320,0.0,0.0,4,41.495525,41.495525,-68.37197,-68.37197
321,0.0,0.0,4,41.363834,41.363834,-67.7037,-67.7037
322,0.0,0.0,4,41.62113,41.62113,-68.28673,-68.28673
323,0.0,0.0,4,41.743816,41.743816,-70.13746,-70.13746
324,0.0,0.0,4,42.367905,42.367905,-70.65872,-70.65872
325,0.0,0.0,4,41.993156,41.993156,-70.395424,-70.395424
326,0.0,0.0,4,42.685333,42.685333,-70.49626,-70.49626
327,0.0,0.0,4,42.433258,42.433258,-70.49025,-70.49025
328,0.0,0.0,4,41.93112,41.93112,-70.30965,-70.30965
329,0.0,0.0,4,42.36532,42.36532,-70.828674,-70.828674
330,0.0,0.0,4,42.306084,42.306084,-70.572174,-70.572174
331,0.0,0.0,4,42.243065,42.243065,-70.57061,-70.57061
332,0.0,0.0,4,41.8671,41.8671,-70.39268,-70.39268
333,0.0,0.0,4,42.37415,42.37415,-70.148766,-70.148766
334,0.0,0.0,4,42.62537,42.62537,-70.23874,-70.23874
335,0.0,0.0,4,42.439457,42.439457,-69.89463,-69.89463
336,0.0,0.0,4,42.503124,42.503124,-69.81034,-69.81034
337,0.0,0.0,4,42.12021,42.12021,-70.31353,-70.31353
338,0.0,0.0,4,42.74471,42.74471,-70.75426,-70.75426
339,0.0,0.0,4,42.690117,42.690117,-70.06912,-70.06912
340,0.0,0.0,4,41.875473,41.875473,-68.87442,-68.87442
341,0.0,0.0,4,42.251545,42.251545,-69.72225,-69.72225
342,0.0,,4,39.488316,39.488316,-72.54146,-72.54146
343,0.0,,4,39.427807,39.427807,-72.457085,-72.457085
344,0.0,0.0,4,41.49632,41.49632,-68.539696,-68.539696
345,0.0,0.0,4,41.99988,41.99988,-69.63488,-69.63488
346,0.0,0.0,4,41.744633,41.744633,-67.948616,-67.948616
347,0.0,,4,39.36723,39.36723,-72.37286,-72.37286
348,0.0,,4,39.67207,39.67207,-72.714005,-72.714005
349,0.0,0.0,4,42.436314,42.436314,-67.76692,-67.76692
350,0.0,0.0,4,42.37952,42.37952,-68.703354,-68.703354
351,0.0,0.0,4,42.378956,42.378956,-68.5333,-68.5333
352,0.0,0.0,4,42.568073,42.568073,-68.53189,-68.53189
353,0.0,0.0,4,41.995975,41.995975,-67.85998,-67.85998
354,0.0,0.0,4,41.74297,41.74297,-67.78028,-67.78028
355,0.0,0.0,4,42.18733,42.18733,-68.110855,-68.110855
356,0.0,0.0,4,42.50181,42.50181,-68.02122,-68.02122
357,0.0,0.0,4,41.870712,41.870712,-67.946556,-67.946556
358,0.0,0.0,4,41.9268,41.9268,-67.35467,-67.35467
359,0.0,0.0,4,42.1133,42.1133,-67.18051,-67.18051
360,0.0,0.0,4,41.864956,41.864956,-67.4406,-67.4406
361,0.0,0.0,4,41.78378,41.78378,-66.43178,-66.43178
362,0.0,0.0,4,41.86254,41.86254,-67.27198,-67.27198
363,0.0,0.0,4,42.12117,42.12117,-67.77305,-67.77305
364,0.0,0.0,4,41.59482,41.59482,-66.439285,-66.439285
365,0.0,0.0,4,42.608047,42.608047,-66.65417,-66.65417
366,0.0,0.0,4,42.47657,42.47657,-66.40362,-66.40362
367,0.0,0.0,4,43.06558,43.06558,-67.66841,-67.66841
368,-0.02499999999999858,-0.018000000000000682,4,42.99928,42.99928,-67.41221,-67.41221
369,0.0,0.0,4,43.4391,43.4391,-67.314255,-67.314255
370,0.0,0.0,4,43.610012,43.610012,-66.35535,-66.35535
371,0.0,0.0,4,43.86942,43.86942,-66.69235,-66.69235
372,0.0,0.0,4,43.739834,43.739834,-66.52348,-66.52348
373,0.0,0.0,4,43.55276,43.55276,-66.61782,-66.61782
374,0.0,0.0020000000000024443,4,43.43498,43.43498,-67.0549,-67.0549
375,0.0,0.0,4,43.615734,43.615734,-66.61533,-66.61533
376,0.0,0.0,4,44.256737,44.256737,-67.20338,-67.20338
377,0.0,0.0,4,43.943104,43.943104,-67.30008,-67.30008
378,0.0,0.0,4,44.000366,44.000366,-66.94921,-66.94921
379,0.0,0.0,4,44.326805,44.326805,-67.72799,-67.72799
380,0.0,0.0,4,44.378258,44.378258,-66.93606,-66.93606
381,0.0,0.0,4,43.874393,43.874393,-66.95354,-66.95354
382,0.0,0.0,4,44.07738,44.07738,-67.99561,-67.99561
383,0.0600000000000005,-0.0030000000000001137,4,43.63547,43.63547,-67.91623,-67.91623
384,0.0,0.0,4,43.70126,43.70126,-68.26254,-68.26254
385,0.0,0.0,4,43.009323,43.009323,-68.52856,-68.52856
386,0.0,0.0,4,42.94706,42.94706,-68.78645,-68.78645
387,0.0,0.0,4,42.820988,42.820988,-68.78689,-68.78689
388,0.0,0.0,4,43.763027,43.763027,-68.08786,-68.08786
389,0.0,0.0,5,43.191593,43.191593,-70.33627,-70.33627
390,0.0,0.0,5,43.57395,43.57395,-69.91125,-69.91125
391,0.0,0.0,5,43.06653,43.06653,-70.24758,-70.24758
392,0.0,0.0,5,43.00151,43.00151,-70.41803,-70.41803
393,0.0,0.0,5,43.829685,43.829685,-68.95746,-68.95746
394,0.0,0.0,5,43.321144,43.321144,-69.99379,-69.99379
395,0.0,0.0,5,43.388092,43.388092,-68.69849,-68.69849
396,0.0,0.0,5,43.198418,43.198418,-68.52711,-68.52711
397,0.0,0.0,5,43.45145,43.45145,-68.87121,-68.87121
398,0.0,0.0,5,43.135704,43.135704,-69.38829,-69.38829
399,0.0,0.0,5,42.947056,42.947056,-69.21549,-69.21549
400,0.0,0.0,5,43.891716,43.891716,-68.52165,-68.52165
401,0.0,,5,40.0267,40.0267,-73.389206,-73.389206
402,0.0,,5,39.84704,39.84704,-73.13237,-73.13237
403,0.0,,5,40.208977,40.208977,-73.5654,-73.5654
404,0.0,,5,40.38752,40.38752,-73.824745,-73.824745
